tau_motor,rpm_target,full_fluctuation_pct,steady_fluctuation_pct,peak_torque_Nm,peak_power_W,mean_power_W
0.02,10,33.70369078234544,19.779517027384284,148.01015157929672,170.25598376362183,16.202743897405604
0.01,10,12.952900817789208,9.599061100129642,148.00131321707968,161.6350257617802,16.20526616478583
0.005,10,4.734014582572055,4.732902724571595,147.99745876060737,158.0128939948033,16.206137128079554
0.002,10,2.096235598632177,1.8783903300761118,147.99444183362235,156.11393784073874,16.20634515881192
0.001,10,0.9701744955784797,0.9366948328659674,147.99462926949568,155.53234749597826,16.20641663637423
0.0005,10,0.48339532347439373,0.4677475431742195,147.99407417244763,155.25205226368575,16.206442740968004
0.0002,10,0.19322940038597025,0.1869728064881926,147.99362952027542,155.0873359245199,16.206457306756043
